Data,Produto,Categoria,Preço,Quantidade,Desconto,Total_Venda,Idade,Renda
2023-01-14,Sucos,Bebidas,49.16,7,0.0,344.12,32,1118.88
2023-01-14,Água mineral,Bebidas,27.36,12,0.0,328.32,29,2260.43
2023-01-14,Cervejas,Bebidas,48.42,6,0.0,290.52,52,1028.77
2023-01-14,Vinhos,Bebidas,6.27,2,0.0,12.54,18,3410.98
2023-01-14,Detergentes,Produtos de Limpeza,45.21,1,0.0,45.21,58,4058.08
2023-01-14,Sabão em pó,Produtos de Limpeza,23.09,4,0.0,92.36,53,3877.64
2023-01-14,Amaciantes,Produtos de Limpeza,44.11,7,0.0,308.77,61,2913.06
2023-01-14,Limpadores multiuso,Produtos de Limpeza,31.69,4,0.0,126.76,71,4637.78
2023-01-14,Esponjas,Produtos de Limpeza,6.58,14,0.0,92.12,51,4124.16
2023-01-14,Shampoos,Produtos de Higiene Pessoal,9.4,13,0.0,122.2,24,1149.33
2023-01-14,Sabonetes,Produtos de Higiene Pessoal,40.62,12,0.0,487.43999999999994,72,3126.81
2023-01-14,Creme dental,Produtos de Higiene Pessoal,4.91,11,0.0,54.010000000000005,38,4981.34
2023-01-14,Desodorantes,Produtos de Higiene Pessoal,32.84,15,0.0,492.6,54,4625.28
2023-01-14,Papel higiênico,Produtos de Higiene Pessoal,22.21,15,0.0,333.15000000000003,69,3229.53
2023-01-14,Sorvetes,Congelados,47.14,11,0.0,518.54,52,4279.07
2023-01-14,Pizzas congeladas,Congelados,19.46,12,0.0,233.52,42,1921.68
2023-01-14,Vegetais congelados,Congelados,26.86,16,0.0,429.76,21,4618.1
2023-01-14,Pratos prontos congelados,Congelados,39.8,2,0.0,79.6,46,2691.16
2023-01-14,Frango empanado,Congelados,2.99,4,0.0,11.96,62,4729.83
2023-01-14,Ração para cães,Pet Shop,17.33,9,0.0,155.96999999999997,25,4305.17
2023-01-14,Ração para gatos,Pet Shop,21.55,5,0.0,107.75,18,4562.36
2023-01-14,Petiscos,Pet Shop,20.89,7,0.0,146.23000000000002,31,1202.01
2023-01-14,Brinquedos para pets,Pet Shop,39.03,9,0.0,351.27,56,3591.43
2023-01-14,Produtos de higiene para pets,Pet Shop,25.34,12,0.0,304.08,25,2030.16
2023-01-14,Panelas,Utilidades Domésticas,47.35,12,0.0,568.2,53,3529.44
2023-01-14,Talheres,Utilidades Domésticas,1.12,10,0.0,11.200000000000001,73,1427.17
2023-01-14,Copos,Utilidades Domésticas,3.33,19,0.0,63.27,63,2370.22
2023-01-14,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,27.26,19,0.0,517.94,19,2430.37
2023-01-15,Maçãs,Alimentos Frescos,36.06,15,0.0,540.9000000000001,31,4958.05
2023-01-15,Bananas,Alimentos Frescos,20.98,13,0.0,272.74,28,1751.34
2023-01-15,Laranjas,Alimentos Frescos,10.64,13,0.0,138.32,38,3821.8
2023-01-15,Tomates,Alimentos Frescos,24.78,9,0.0,223.02,46,3135.42
2023-01-15,Alface,Alimentos Frescos,36.86,6,0.0,221.16,62,2057.42
2023-01-15,Cenouras,Alimentos Frescos,44.96,17,0.0,764.32,44,3636.48
2023-01-15,Frango,Alimentos Frescos,6.79,6,0.0,40.74,24,4930.99
2023-01-15,Carne bovina,Alimentos Frescos,13.59,14,0.0,190.26,72,4222.34
2023-01-15,Carne suína,Alimentos Frescos,32.11,9,0.0,288.99,27,4638.48
2023-01-15,Salmão,Alimentos Frescos,23.61,3,0.0,70.83,30,1607.3
2023-01-15,Tilápia,Alimentos Frescos,38.97,1,0.0,38.97,18,4823.31
2023-01-15,Atum,Alimentos Frescos,8.37,16,0.0,133.92,57,3600.19
2023-01-15,Pão francês,Alimentos Frescos,38.7,12,0.0,464.40000000000003,47,2470.04
2023-01-15,Pão integral,Alimentos Frescos,44.56,19,0.0,846.6400000000001,42,2336.47
2023-01-15,Croissants,Alimentos Frescos,6.39,10,0.0,63.9,66,1981.75
2023-01-15,Arroz,Produtos de Mercearia,1.9,8,0.0,15.2,53,1213.16
2023-01-15,Feijão,Produtos de Mercearia,43.03,11,0.0,473.33000000000004,54,3453.14
2023-01-15,Macarrão,Produtos de Mercearia,11.89,4,0.0,47.56,53,4235.66
2023-01-15,Óleo,Produtos de Mercearia,8.0,1,0.0,8.0,58,4927.72
2023-01-15,Azeite,Produtos de Mercearia,3.32,9,0.0,29.88,24,4559.47
2023-01-15,Farinha,Produtos de Mercearia,7.07,6,0.0,42.42,20,1100.24
2023-01-15,Leite,Laticínios e Ovos,31.75,13,0.0,412.75,23,1811.46
2023-01-15,Queijo,Laticínios e Ovos,21.68,15,0.0,325.2,19,2384.29
2023-01-15,Iogurte,Laticínios e Ovos,30.06,2,0.0,60.12,33,3268.88
2023-01-15,Manteiga,Laticínios e Ovos,4.72,5,0.0,23.599999999999998,69,3669.67
2023-01-15,Ovos,Laticínios e Ovos,48.14,17,0.0,818.38,70,2446.42
2023-01-15,Refrigerantes,Bebidas,2.01,12,0.0,24.119999999999997,69,4149.49
2023-01-15,Sucos,Bebidas,35.38,10,0.0,353.8,60,4262.15
2023-01-15,Água mineral,Bebidas,10.31,1,0.0,10.31,43,2065.77
2023-01-15,Cervejas,Bebidas,27.63,17,0.0,469.71,50,4616.11
2023-01-15,Vinhos,Bebidas,35.16,10,0.0,351.59999999999997,52,4285.26
2023-01-15,Detergentes,Produtos de Limpeza,3.73,15,0.0,55.95,35,1487.3
2023-01-15,Sabão em pó,Produtos de Limpeza,7.11,12,0.0,85.32000000000001,73,1728.17
2023-01-15,Amaciantes,Produtos de Limpeza,35.29,15,0.0,529.35,29,4413.25
2023-01-15,Limpadores multiuso,Produtos de Limpeza,24.58,9,0.0,221.21999999999997,32,2975.72
2023-01-15,Esponjas,Produtos de Limpeza,21.51,9,0.0,193.59,31,2183.15
2023-01-15,Shampoos,Produtos de Higiene Pessoal,31.05,10,0.0,310.5,56,3932.96
2023-01-15,Sabonetes,Produtos de Higiene Pessoal,47.01,3,0.0,141.03,61,4640.48
2023-01-15,Creme dental,Produtos de Higiene Pessoal,3.86,17,0.0,65.62,58,4955.6
2023-01-15,Desodorantes,Produtos de Higiene Pessoal,42.63,6,0.0,255.78000000000003,36,3586.05
2023-01-15,Papel higiênico,Produtos de Higiene Pessoal,47.72,4,0.0,190.88,35,4530.12
2023-01-15,Sorvetes,Congelados,36.96,2,0.0,73.92,56,2931.86
2023-01-15,Pizzas congeladas,Congelados,32.68,12,0.0,392.15999999999997,47,1201.94
2023-01-15,Vegetais congelados,Congelados,7.12,6,0.0,42.72,47,3188.92
2023-01-15,Pratos prontos congelados,Congelados,10.82,7,0.0,75.74000000000001,25,2817.62
2023-01-15,Frango empanado,Congelados,27.7,7,0.0,193.9,72,1732.95
2023-01-15,Ração para cães,Pet Shop,29.57,11,0.0,325.27,20,4120.69
2023-01-15,Ração para gatos,Pet Shop,23.66,17,0.0,402.22,54,3400.17
2023-01-15,Petiscos,Pet Shop,28.91,7,0.0,202.37,61,2856.24
2023-01-15,Brinquedos para pets,Pet Shop,18.61,5,0.0,93.05,25,4800.55
2023-01-15,Produtos de higiene para pets,Pet Shop,18.93,17,0.0,321.81,49,2209.28
2023-01-15,Panelas,Utilidades Domésticas,16.49,19,0.0,313.30999999999995,34,4391.99
2023-01-15,Talheres,Utilidades Domésticas,17.48,16,0.0,279.68,26,2905.44
2023-01-15,Copos,Utilidades Domésticas,43.38,16,0.0,694.08,52,4038.8
2023-01-15,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,17.03,18,0.0,306.54,21,1568.82
2023-01-16,Maçãs,Alimentos Frescos,49.99,8,0.0,399.92,42,4214.01
2023-01-16,Bananas,Alimentos Frescos,44.95,11,0.0,494.45000000000005,63,3318.77
2023-01-16,Laranjas,Alimentos Frescos,3.54,4,0.0,14.16,19,3967.06
2023-01-16,Tomates,Alimentos Frescos,45.73,8,0.0,365.84,61,4244.83
2023-01-16,Alface,Alimentos Frescos,30.44,14,0.0,426.16,45,3453.76
2023-01-16,Cenouras,Alimentos Frescos,2.28,11,0.0,25.08,39,4562.65
2023-01-16,Frango,Alimentos Frescos,19.64,2,0.0,39.28,36,3967.59
2023-01-16,Carne bovina,Alimentos Frescos,45.56,14,0.0,637.84,27,3984.34
2023-01-16,Carne suína,Alimentos Frescos,3.17,7,0.0,22.189999999999998,33,3624.34
2023-01-16,Salmão,Alimentos Frescos,41.08,15,0.0,616.1999999999999,40,3578.23
2023-01-16,Tilápia,Alimentos Frescos,38.82,14,0.0,543.48,23,2345.27
2023-01-16,Atum,Alimentos Frescos,25.38,3,0.0,76.14,46,2962.61
2023-01-16,Pão francês,Alimentos Frescos,23.52,18,0.0,423.36,72,2188.23
2023-01-16,Pão integral,Alimentos Frescos,11.49,13,0.0,149.37,23,1086.56
2023-01-16,Croissants,Alimentos Frescos,10.17,14,0.0,142.38,42,1640.33
2023-01-16,Arroz,Produtos de Mercearia,44.88,13,0.0,583.44,37,4387.5
2023-01-16,Feijão,Produtos de Mercearia,29.97,17,0.0,509.49,26,4181.16
2023-01-16,Macarrão,Produtos de Mercearia,37.15,15,0.0,557.25,32,3542.29
2023-01-16,Óleo,Produtos de Mercearia,40.97,7,0.0,286.78999999999996,40,2512.04
2023-01-16,Azeite,Produtos de Mercearia,47.62,15,0.0,714.3,55,2990.6
2023-01-16,Farinha,Produtos de Mercearia,37.67,14,0.0,527.38,29,4912.89
2023-01-16,Leite,Laticínios e Ovos,40.61,9,0.0,365.49,35,1015.97
2023-01-16,Queijo,Laticínios e Ovos,49.49,1,0.0,49.49,65,1949.86
2023-01-16,Iogurte,Laticínios e Ovos,11.08,10,0.0,110.8,25,3113.07
2023-01-16,Manteiga,Laticínios e Ovos,15.03,19,0.0,285.57,31,2427.59
2023-01-16,Ovos,Laticínios e Ovos,11.09,12,0.0,133.07999999999998,53,3616.87
2023-01-16,Refrigerantes,Bebidas,39.12,9,0.0,352.08,53,3947.82
2023-01-16,Sucos,Bebidas,17.17,5,0.0,85.85000000000001,28,3017.96
2023-01-16,Água mineral,Bebidas,15.32,4,0.0,61.28,59,2635.95
2023-01-16,Cervejas,Bebidas,7.16,12,0.0,85.92,33,2287.9
2023-01-16,Vinhos,Bebidas,16.43,8,0.0,131.44,48,1051.58
2023-01-16,Detergentes,Produtos de Limpeza,41.67,14,0.0,583.38,46,2942.62
2023-01-16,Sabão em pó,Produtos de Limpeza,48.02,2,0.0,96.04,46,1222.26
2023-01-16,Amaciantes,Produtos de Limpeza,47.99,4,0.0,191.96,57,4590.56
2023-01-16,Limpadores multiuso,Produtos de Limpeza,12.41,11,0.0,136.51,35,1322.09
2023-01-16,Esponjas,Produtos de Limpeza,40.74,15,0.0,611.1,64,2645.65
2023-01-16,Shampoos,Produtos de Higiene Pessoal,20.26,19,0.0,384.94000000000005,47,4840.84
2023-01-16,Sabonetes,Produtos de Higiene Pessoal,8.39,3,0.0,25.17,27,4136.44
2023-01-16,Creme dental,Produtos de Higiene Pessoal,2.32,19,0.0,44.08,73,4377.86
2023-01-16,Desodorantes,Produtos de Higiene Pessoal,44.06,2,0.0,88.12,69,4712.88
2023-01-16,Papel higiênico,Produtos de Higiene Pessoal,8.41,10,0.0,84.1,47,3326.86
2023-01-16,Sorvetes,Congelados,24.28,14,0.0,339.92,74,3180.5
2023-01-16,Pizzas congeladas,Congelados,18.85,10,0.0,188.5,23,3637.2
2023-01-16,Vegetais congelados,Congelados,22.11,3,0.0,66.33,37,3214.15
2023-01-16,Pratos prontos congelados,Congelados,34.43,1,0.0,34.43,25,3613.09
2023-01-16,Frango empanado,Congelados,21.37,1,0.0,21.37,52,1962.35
2023-01-16,Ração para cães,Pet Shop,21.01,12,0.0,252.12,23,4421.79
2023-01-16,Ração para gatos,Pet Shop,36.87,12,0.0,442.43999999999994,36,1119.17
2023-01-16,Petiscos,Pet Shop,1.89,7,0.0,13.229999999999999,19,4108.73
2023-01-16,Brinquedos para pets,Pet Shop,26.73,13,0.0,347.49,46,3493.66
2023-01-16,Produtos de higiene para pets,Pet Shop,45.58,18,0.0,820.4399999999999,55,2324.53
2023-01-16,Panelas,Utilidades Domésticas,4.48,15,0.0,67.2,65,4219.16
2023-01-16,Talheres,Utilidades Domésticas,38.89,2,0.0,77.78,61,2960.83
2023-01-16,Copos,Utilidades Domésticas,18.82,6,0.0,112.92,26,3953.7
2023-01-16,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,44.09,5,0.0,220.45000000000002,61,2997.59
2023-01-17,Maçãs,Alimentos Frescos,14.61,17,0.0,248.37,37,2823.22
2023-01-17,Bananas,Alimentos Frescos,29.21,17,0.0,496.57,18,3709.28
2023-01-17,Laranjas,Alimentos Frescos,10.12,14,0.0,141.67999999999998,61,4397.97
2023-01-17,Tomates,Alimentos Frescos,12.57,2,0.0,25.14,44,3127.08
2023-01-17,Alface,Alimentos Frescos,47.27,10,0.0,472.70000000000005,55,3015.97
2023-01-17,Cenouras,Alimentos Frescos,43.61,6,0.0,261.65999999999997,28,3678.86
2023-01-17,Frango,Alimentos Frescos,18.35,14,0.0,256.90000000000003,72,2734.9
2023-01-17,Carne bovina,Alimentos Frescos,40.97,9,0.0,368.73,68,1752.79
2023-01-17,Carne suína,Alimentos Frescos,9.9,7,0.0,69.3,59,1864.44
2023-01-17,Salmão,Alimentos Frescos,31.23,1,0.0,31.23,37,1387.67
2023-01-17,Tilápia,Alimentos Frescos,40.5,13,0.0,526.5,48,2270.57
2023-01-17,Atum,Alimentos Frescos,38.94,4,0.0,155.76,61,4473.79
2023-01-17,Pão francês,Alimentos Frescos,33.27,11,0.0,365.97,60,2246.58
2023-01-17,Pão integral,Alimentos Frescos,13.47,10,0.0,134.70000000000002,58,4638.04
2023-01-17,Croissants,Alimentos Frescos,49.12,7,0.0,343.84,53,4009.55
2023-01-17,Arroz,Produtos de Mercearia,7.07,10,0.0,70.7,19,3178.51
2023-01-17,Feijão,Produtos de Mercearia,10.54,16,0.0,168.64,67,4466.16
2023-01-17,Macarrão,Produtos de Mercearia,10.79,4,0.0,43.16,27,2693.91
2023-01-17,Óleo,Produtos de Mercearia,8.96,11,0.0,98.56,72,2205.82
2023-01-17,Azeite,Produtos de Mercearia,49.78,2,0.0,99.56,48,4818.85
2023-01-17,Farinha,Produtos de Mercearia,3.99,10,0.0,39.900000000000006,24,3501.65
2023-01-17,Leite,Laticínios e Ovos,27.14,1,0.0,27.14,22,4646.2
2023-01-17,Queijo,Laticínios e Ovos,38.57,4,0.0,154.28,42,3026.43
2023-01-17,Iogurte,Laticínios e Ovos,46.79,9,0.0,421.11,43,3370.41
2023-01-17,Manteiga,Laticínios e Ovos,38.74,16,0.0,619.84,40,2579.22
2023-01-17,Ovos,Laticínios e Ovos,42.81,7,0.0,299.67,54,2427.03
2023-01-17,Refrigerantes,Bebidas,16.86,15,0.0,252.89999999999998,48,1227.83
2023-01-17,Sucos,Bebidas,45.18,5,0.0,225.9,56,2029.96
2023-01-17,Água mineral,Bebidas,22.02,6,0.0,132.12,46,2336.9
2023-01-17,Cervejas,Bebidas,25.44,17,0.0,432.48,65,1771.49
2023-01-17,Vinhos,Bebidas,17.73,10,0.0,177.3,29,2097.84
2023-01-17,Detergentes,Produtos de Limpeza,31.94,13,0.0,415.22,20,4314.9
2023-01-17,Sabão em pó,Produtos de Limpeza,17.49,5,0.0,87.44999999999999,38,2760.53
2023-01-17,Amaciantes,Produtos de Limpeza,25.65,5,0.0,128.25,19,1843.89
2023-01-17,Limpadores multiuso,Produtos de Limpeza,3.67,11,0.0,40.37,73,3087.8
2023-01-17,Esponjas,Produtos de Limpeza,32.53,19,0.0,618.07,58,2947.27
2023-01-17,Shampoos,Produtos de Higiene Pessoal,33.13,7,0.0,231.91000000000003,51,1372.62
2023-01-17,Sabonetes,Produtos de Higiene Pessoal,30.25,6,0.0,181.5,58,4752.74
2023-01-17,Creme dental,Produtos de Higiene Pessoal,30.07,19,0.0,571.33,22,2825.19
2023-01-17,Desodorantes,Produtos de Higiene Pessoal,23.26,14,0.0,325.64000000000004,48,1949.87
2023-01-17,Papel higiênico,Produtos de Higiene Pessoal,14.53,13,0.0,188.89,61,3653.0
2023-01-17,Sorvetes,Congelados,36.32,9,0.0,326.88,52,4505.17
2023-01-17,Pizzas congeladas,Congelados,21.62,17,0.0,367.54,57,1564.85
2023-01-17,Vegetais congelados,Congelados,11.02,5,0.0,55.099999999999994,28,4392.48
2023-01-17,Pratos prontos congelados,Congelados,48.26,8,0.0,386.08,62,1760.88
2023-01-17,Frango empanado,Congelados,22.46,15,0.0,336.90000000000003,20,2288.31
2023-01-17,Ração para cães,Pet Shop,9.3,4,0.0,37.2,63,2307.93
2023-01-17,Ração para gatos,Pet Shop,49.58,9,0.0,446.21999999999997,70,4193.27
2023-01-17,Petiscos,Pet Shop,42.96,11,0.0,472.56,31,2742.17
2023-01-17,Brinquedos para pets,Pet Shop,32.79,3,0.0,98.37,23,1694.44
2023-01-17,Produtos de higiene para pets,Pet Shop,37.81,10,0.0,378.1,25,2755.21
2023-01-17,Panelas,Utilidades Domésticas,22.6,7,0.0,158.20000000000002,51,3280.46
2023-01-17,Talheres,Utilidades Domésticas,38.1,8,0.0,304.8,49,2542.17
2023-01-17,Copos,Utilidades Domésticas,18.53,16,0.0,296.48,73,2972.8
2023-01-17,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,15.39,9,0.0,138.51,56,2888.57
2023-01-18,Maçãs,Alimentos Frescos,44.47,6,0.0,266.82,59,1392.48
2023-01-18,Bananas,Alimentos Frescos,46.66,9,0.0,419.93999999999994,47,2537.54
2023-01-18,Laranjas,Alimentos Frescos,35.88,11,0.0,394.68,37,3988.26
2023-01-18,Tomates,Alimentos Frescos,3.06,7,0.0,21.42,73,2746.75
2023-01-18,Alface,Alimentos Frescos,6.99,6,0.0,41.94,18,3945.26
2023-01-18,Cenouras,Alimentos Frescos,36.53,3,0.0,109.59,34,1717.17
2023-01-18,Frango,Alimentos Frescos,42.1,15,0.0,631.5,59,4029.29
2023-01-18,Carne bovina,Alimentos Frescos,38.05,17,0.0,646.8499999999999,72,3751.16
2023-01-18,Carne suína,Alimentos Frescos,3.65,2,0.0,7.3,32,3567.91
2023-01-18,Salmão,Alimentos Frescos,24.56,12,0.0,294.71999999999997,53,3834.04
2023-01-18,Tilápia,Alimentos Frescos,11.58,8,0.0,92.64,49,4898.08
2023-01-18,Atum,Alimentos Frescos,14.22,1,0.0,14.22,50,4696.83
2023-01-18,Pão francês,Alimentos Frescos,24.17,8,0.0,193.36,26,2170.97
2023-01-18,Pão integral,Alimentos Frescos,29.61,16,0.0,473.76,55,4955.95
2023-01-18,Croissants,Alimentos Frescos,39.9,17,0.0,678.3,51,1140.76
2023-01-18,Arroz,Produtos de Mercearia,41.68,1,0.0,41.68,23,2454.94
2023-01-18,Feijão,Produtos de Mercearia,44.52,8,0.0,356.16,33,2500.25
2023-01-18,Macarrão,Produtos de Mercearia,48.48,10,0.0,484.79999999999995,22,4095.49
2023-01-18,Óleo,Produtos de Mercearia,47.97,17,0.0,815.49,51,4678.23
2023-01-18,Azeite,Produtos de Mercearia,5.6,18,0.0,100.8,40,4469.51
2023-01-18,Farinha,Produtos de Mercearia,42.47,17,0.0,721.99,69,2357.16
2023-01-18,Leite,Laticínios e Ovos,34.44,19,0.0,654.3599999999999,64,2314.99
2023-01-18,Queijo,Laticínios e Ovos,49.81,1,0.0,49.81,43,3410.74
2023-01-18,Iogurte,Laticínios e Ovos,22.44,12,0.0,269.28000000000003,72,2369.27
2023-01-18,Manteiga,Laticínios e Ovos,35.27,4,0.0,141.08,69,3580.96
2023-01-18,Ovos,Laticínios e Ovos,38.1,12,0.0,457.20000000000005,69,2999.66
2023-01-18,Refrigerantes,Bebidas,47.15,14,0.0,660.1,58,4185.08
2023-01-18,Sucos,Bebidas,35.04,17,0.0,595.68,36,4752.23
2023-01-18,Água mineral,Bebidas,12.78,6,0.0,76.67999999999999,46,2936.88
2023-01-18,Cervejas,Bebidas,17.81,11,0.0,195.91,22,4385.64
2023-01-18,Vinhos,Bebidas,22.32,17,0.0,379.44,56,2867.26
2023-01-18,Detergentes,Produtos de Limpeza,18.97,9,0.0,170.73,38,4907.21
2023-01-18,Sabão em pó,Produtos de Limpeza,28.33,18,0.0,509.93999999999994,34,4224.32
2023-01-18,Amaciantes,Produtos de Limpeza,36.17,14,0.0,506.38,38,1450.01
2023-01-18,Limpadores multiuso,Produtos de Limpeza,4.54,5,0.0,22.7,63,4968.09
2023-01-18,Esponjas,Produtos de Limpeza,26.61,11,0.0,292.71,45,2438.76
2023-01-18,Shampoos,Produtos de Higiene Pessoal,9.5,1,0.0,9.5,59,4892.85
2023-01-18,Sabonetes,Produtos de Higiene Pessoal,16.32,19,0.0,310.08,44,3894.48
2023-01-18,Creme dental,Produtos de Higiene Pessoal,17.24,11,0.0,189.64,45,3161.52
2023-01-18,Desodorantes,Produtos de Higiene Pessoal,35.81,4,0.0,143.24,20,3515.5
2023-01-18,Papel higiênico,Produtos de Higiene Pessoal,1.93,1,0.0,1.93,41,2810.28
2023-01-18,Sorvetes,Congelados,28.34,10,0.0,283.4,39,2606.71
2023-01-18,Pizzas congeladas,Congelados,1.34,6,0.0,8.040000000000001,37,3602.45
2023-01-18,Vegetais congelados,Congelados,9.93,7,0.0,69.50999999999999,50,2019.61
2023-01-18,Pratos prontos congelados,Congelados,29.95,5,0.0,149.75,56,4675.77
2023-01-18,Frango empanado,Congelados,15.01,1,0.0,15.01,27,1322.23
2023-01-18,Ração para cães,Pet Shop,18.58,12,0.0,222.95999999999998,69,4556.81
2023-01-18,Ração para gatos,Pet Shop,12.08,17,0.0,205.36,19,4419.07
2023-01-18,Petiscos,Pet Shop,4.88,15,0.0,73.2,39,4789.71
2023-01-18,Brinquedos para pets,Pet Shop,3.04,11,0.0,33.44,56,2824.36
2023-01-18,Produtos de higiene para pets,Pet Shop,12.75,1,0.0,12.75,62,4083.25
2023-01-18,Panelas,Utilidades Domésticas,40.89,8,0.0,327.12,48,2810.07
2023-01-18,Talheres,Utilidades Domésticas,11.77,14,0.0,164.78,43,2335.64
2023-01-18,Copos,Utilidades Domésticas,10.7,1,0.0,10.7,36,3085.19
2023-01-18,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,44.72,3,0.0,134.16,43,1155.78
2023-01-19,Maçãs,Alimentos Frescos,2.92,5,0.0,14.6,27,1405.55
2023-01-19,Bananas,Alimentos Frescos,6.76,19,0.0,128.44,26,3871.76
2023-01-19,Laranjas,Alimentos Frescos,8.21,6,0.0,49.260000000000005,44,1957.54
2023-01-19,Tomates,Alimentos Frescos,35.21,14,0.0,492.94,59,3312.0
2023-01-19,Alface,Alimentos Frescos,33.49,16,0.0,535.84,59,4566.91
2023-01-19,Cenouras,Alimentos Frescos,43.95,2,0.0,87.9,68,4525.0
2023-01-19,Frango,Alimentos Frescos,24.7,10,0.0,247.0,67,3284.07
2023-01-19,Carne bovina,Alimentos Frescos,39.65,4,0.0,158.6,53,1484.3
2023-01-19,Carne suína,Alimentos Frescos,22.35,18,0.0,402.3,25,3400.76
2023-01-19,Salmão,Alimentos Frescos,35.71,15,0.0,535.65,69,4288.78
2023-01-19,Tilápia,Alimentos Frescos,31.53,8,0.0,252.24,53,4555.27
2023-01-19,Atum,Alimentos Frescos,17.44,18,0.0,313.92,53,3771.01
2023-01-19,Pão francês,Alimentos Frescos,8.09,10,0.0,80.9,66,4967.3
2023-01-19,Pão integral,Alimentos Frescos,4.52,1,0.0,4.52,25,3014.58
2023-01-19,Croissants,Alimentos Frescos,34.82,10,0.0,348.2,28,4815.05
2023-01-19,Arroz,Produtos de Mercearia,1.7,19,0.0,32.3,48,3047.11
2023-01-19,Feijão,Produtos de Mercearia,30.87,4,0.0,123.48,48,2468.76
2023-01-19,Macarrão,Produtos de Mercearia,14.45,5,0.0,72.25,65,1317.78
2023-01-19,Óleo,Produtos de Mercearia,3.18,14,0.0,44.52,46,1598.2
2023-01-19,Azeite,Produtos de Mercearia,46.27,17,0.0,786.59,53,2390.96
2023-01-19,Farinha,Produtos de Mercearia,36.4,8,0.0,291.2,60,1011.44
2023-01-19,Leite,Laticínios e Ovos,48.3,8,0.0,386.4,30,1743.02
2023-01-19,Queijo,Laticínios e Ovos,26.22,14,0.0,367.08,74,2485.37
2023-01-19,Iogurte,Laticínios e Ovos,11.98,6,0.0,71.88,65,4600.75
2023-01-19,Manteiga,Laticínios e Ovos,42.71,1,0.0,42.71,58,3293.89
2023-01-19,Ovos,Laticínios e Ovos,37.39,16,0.0,598.24,50,4438.21
2023-01-19,Refrigerantes,Bebidas,47.25,13,0.0,614.25,72,2900.43
2023-01-19,Sucos,Bebidas,23.99,12,0.0,287.88,73,2501.36
2023-01-19,Água mineral,Bebidas,33.26,17,0.0,565.42,35,1940.95
2023-01-19,Cervejas,Bebidas,1.22,14,0.0,17.08,46,2762.99
2023-01-19,Vinhos,Bebidas,47.14,2,0.0,94.28,63,3322.51
2023-01-19,Detergentes,Produtos de Limpeza,9.49,18,0.0,170.82,50,3388.06
2023-01-19,Sabão em pó,Produtos de Limpeza,43.97,2,0.0,87.94,63,2373.37
2023-01-19,Amaciantes,Produtos de Limpeza,22.96,2,0.0,45.92,35,2268.32
2023-01-19,Limpadores multiuso,Produtos de Limpeza,11.87,11,0.0,130.57,52,4895.98
2023-01-19,Esponjas,Produtos de Limpeza,18.07,18,0.0,325.26,31,4884.56
2023-01-19,Shampoos,Produtos de Higiene Pessoal,20.39,18,0.0,367.02,24,4781.44
2023-01-19,Sabonetes,Produtos de Higiene Pessoal,30.33,4,0.0,121.32,67,4027.8
2023-01-19,Creme dental,Produtos de Higiene Pessoal,13.76,11,0.0,151.35999999999999,29,4182.31
2023-01-19,Desodorantes,Produtos de Higiene Pessoal,19.49,11,0.0,214.39,40,2728.08
2023-01-19,Papel higiênico,Produtos de Higiene Pessoal,20.47,1,0.0,20.47,63,1826.92
2023-01-19,Sorvetes,Congelados,42.34,16,0.0,677.44,29,2354.81
2023-01-19,Pizzas congeladas,Congelados,49.65,5,0.0,248.25,69,3164.81
2023-01-19,Vegetais congelados,Congelados,35.69,2,0.0,71.38,70,1159.99
2023-01-19,Pratos prontos congelados,Congelados,13.23,8,0.0,105.84,20,4733.38
2023-01-19,Frango empanado,Congelados,15.76,12,0.0,189.12,39,3783.8
2023-01-19,Ração para cães,Pet Shop,32.1,15,0.0,481.5,47,2377.44
2023-01-19,Ração para gatos,Pet Shop,29.48,5,0.0,147.4,42,3296.72
2023-01-19,Petiscos,Pet Shop,41.32,2,0.0,82.64,46,3289.52
2023-01-19,Brinquedos para pets,Pet Shop,36.78,3,0.0,110.34,63,4021.46
2023-01-19,Produtos de higiene para pets,Pet Shop,43.15,15,0.0,647.25,74,4381.31
2023-01-19,Panelas,Utilidades Domésticas,18.23,6,0.0,109.38,64,3743.69
2023-01-19,Talheres,Utilidades Domésticas,42.0,18,0.0,756.0,47,2661.96
2023-01-19,Copos,Utilidades Domésticas,5.41,10,0.0,54.1,34,1865.24
2023-01-19,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,48.55,2,0.0,97.1,35,4459.84
2023-01-20,Maçãs,Alimentos Frescos,45.7,17,0.0,776.9000000000001,31,1828.01
2023-01-20,Bananas,Alimentos Frescos,47.24,7,0.0,330.68,53,2232.59
2023-01-20,Laranjas,Alimentos Frescos,10.06,3,0.0,30.18,53,2238.9
2023-01-20,Tomates,Alimentos Frescos,18.5,10,0.0,185.0,28,4865.87
2023-01-20,Alface,Alimentos Frescos,15.26,6,0.0,91.56,55,2864.56
2023-01-20,Cenouras,Alimentos Frescos,24.3,17,0.0,413.1,71,1152.37
